0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;Средняя оценка;20_похожих
Спуск 2;Ужасы;Приключения;Кровавые слэшеры;Современное кино (2000–2020);6.009;417879;The Descent: Part 2;5.7;5.1;;;;;;;;;;5.6;"Костяной томагавк;Спуск;Легенда о Костоломе;Ад каннибалов;Синяя бездна;Опасное погружение;Анаконда 2: Охота за проклятой орхидеей;Трясина;Пирамммида;Отмель;Заклятие долины змей;Зеленый ад;Пирамида;Демоны Джун;Ученик чудовища;Зверобой;Последняя жертва;Маньяк;Квест;Убойные каникулы"
Стэпфордские жены;Ужасы;Фантастика;Психологические;Классика (до 2000 года);6.636;6888;The Stepford Wives;5.4;4.7;;;;;;;;;;5.6;"Артефакт;Доктор Джекилл и мистер Хайд;Нечто;Муха;Излечить страх;Части тела;Муха;Муха;Муха;Голова-ластик;Муха;Муха;Тихое место;Видеодром;Лестница Иакова;Тихое место 2;Человек-невидимка;Мы;Оно приходит за тобой;Треугольник"
Кошмар на улице Вязов 5: Дитя сна;Ужасы;Фантастика;Сверхъестественные;Классика (до 2000 года);6.101;18278;A Nightmare on Elm Street: The Dream Child;5;4.1;;;;;;;;;;5.1;"Последний киносеанс;Ходячие мертвецы;Ночь живых мертвецов;Невеста Франкенштейна;Невинные;Кошмар на улице Вязов;Пакет;Исполнение желаний;Франкенштейн;Поезд в Пусан;Живая мертвечина;Оно;Запределье;Дрожь земли;Дети дождя;Доктор Сон;Хижина в лесу;Последний человек на Земле;Жажда;Впусти меня. Сага"
З/Л/О 2;Ужасы;Фэнтези;Оккультные;Новинки (2020–2025);5.252;712576;V/H/S/2;6;6.2;;;;;;;;;;5.8;"Пиковая дама;Восставший из ада;Колдовское озеро;Суспирия;Голем;Зловещие мертвецы: Черная книга;Колдовство;Уиджи. Проклятие доски дьявола;Подземелье ведьм;Омен 2: Дэмиен;Ключ от преисподней;Некромант;Омен: Перерождение;Омен III: Последний конфликт;Приворот. Черное венчание;Колдовство. Новый ритуал;Сага: Тень Кабала;Изгоняющий дьявола: Абаддон;Проклятие Пиковой дамы;Уиджа. Проклятое зеркало"
Синистер 2;Ужасы;Триллер;Сверхъестественные;Современное кино (2000–2020);5.26;744668;Sinister 2;5.3;4;;;;;;;;;;4.9;"Одержимость;Наваждение;Потерянный рейс;Проклятый путь;Одержимая;Осатаневшая;Куколка;Репортаж;Реинкарнация;Тропы;Заклятие 2;Пыль;Звонок мертвецу;Незваные гости;Власть;Ведьма из Блэр: Курсовая с того света;Наш дом;Взаперти;Последняя Ночь;Не упускай из виду"
Тельма;Ужасы;Комедия;Сверхъестественные;Новинки (2020–2025);6.383;1008731;Thelma;6.9;7.3;;;;;;;;;;6.9;"Зловещие мертвецы 2;Гремлины;Бал вампиров;Привязанные к дому;Тень вампира;Ночь страха;Моя девушка — монстр;Оборотни внутри;Семь пар нечистых;Сдается дом со всеми неудобствами;Невеста Чаки;Бывшая с того света;Тело Дженнифер;Швы;Если твоя девушка — зомби;Особняк с привидениями;Эбигейл;Самый страшный фильм 3D;Убойные каникулы;Кокаин"
Два, три, демон, приди!;Ужасы;Триллер;Оккультные;Новинки (2020–2025);6.432;4948328;Talk to Me;7.1;7.7;;;;;;;;;;7.1;"Изгоняющий дьявола;Обитель проклятых;Репортаж из преисподней;Заклятие 3: По воле дьявола;Собственность дьявола;Первая ведьма;Знамение;Секта;Последнее изгнание дьявола;Обряд;Омен;Одержимость Майкла Кинга;Пиковая дама: Черный обряд;Повелители Салема;Рука дьявола;Последний обряд;Пришествие дьявола;Последнее изгнание дьявола: Второе пришествие;Одержимость;Наваждение"
Дитя тьмы: Первая жертва;Ужасы;Триллер;Кровавые слэшеры;Новинки (2020–2025);6.294;1446032;Orphan: First Kill;5.9;6;;;;;;;;;;6.1;"Маньяк;Техасская резня бензопилой;Белый плен;Связи нет;Пила: игра на выживание;Бункер;Закрытые пространства;Пила 10;Людоед;Райское озеро;Настоятель 2;Сладкая полночь;Дичь;День слепого Валентина;Хэллоуин;Пила 2;У холмов есть глаза;Кровавая жатва;Капкан;Хостел"
Страна призраков;Ужасы;Триллер;Психологические;Современное кино (2000–2020);6.777;1007477;Ghostland;6.4;6;;;;;;;;;;6.4;"Сияние;Ребенок Розмари;Челюсти;Отвращение;Медсестра;Птицы;Прочь;Другие;Слушатель;Ночной гость;Замороженный;Пила: Игра на выживание;Карнавал душ;Солнцестояние;Отчим;1408;Не дыши;Человек у окна;Игра Джеральда;Игры мотыльков"
Части тела;Ужасы;Фантастика;Психологические;Классика (до 2000 года);7.75;161194;Nip/Tuck;7.7;0;;;;;;;;;;7.7;"Артефакт;Доктор Джекилл и мистер Хайд;Нечто;Муха;Излечить страх;Муха;Муха;Муха;Голова-ластик;Муха;Муха;Тихое место;Видеодром;Лестница Иакова;Тихое место 2;Человек-невидимка;Мы;Оно приходит за тобой;Треугольник;Лекарство против страха"
Суспирия;Ужасы;Фэнтези;Оккультные;Классика (до 2000 года);6.608;423063;Suspiria;6.7;6.9;;;;;;;;;;6.7;"Пиковая дама;Восставший из ада;Колдовское озеро;Голем;Зловещие мертвецы: Черная книга;Колдовство;Уиджи. Проклятие доски дьявола;Подземелье ведьм;Омен 2: Дэмиен;Ключ от преисподней;З/Л/О 2;Некромант;Омен: Перерождение;Омен III: Последний конфликт;Приворот. Черное венчание;Колдовство. Новый ритуал;Сага: Тень Кабала;Изгоняющий дьявола: Абаддон;Проклятие Пиковой дамы;Уиджа. Проклятое зеркало"
Возвращение живых мертвецов;Ужасы;Фантастика;Кровавые слэшеры;Классика (до 2000 года);7.207;17159;The Return of the Living Dead;7.3;6.6;;;;;;;;;;7.0;"28 дней спустя;Реаниматор;Рассвет мертвецов;Вход в пустоту;Монстро;М3ГАН;Слизняк;День мертвых;Пропавшие среди живых;Мертвеход;Мутанты;Счастливого нового дня смерти;Обитель зла: Вырождение;Охота на пиранью;Глубокое синее море;Залив;Карантин;Морские паразиты;Постарайся остаться живым;Под водой"
Коробка;Ужасы;Драма;Сверхъестественные;Новинки (2020–2025);6.889;705353;;6.3;0;;;;;;;;;;6.6;"Призрак дома на холме;Впусти меня;Приют;Ужас Амитивилля;Кэрри;Маяк;Последнее воскресение;Полустанок;мама!;Май;Бабадук;История двух сестер;Девушка в подвале;Антихрист;Темная вода;Сербский фильм;Страна хороших деточек;Одержимость;Песочник;Наваждение"
Паранормальное явление 2;Ужасы;Триллер;Сверхъестественные;Современное кино (2000–2020);5.951;481706;Paranormal Activity 2;5.7;6.1;;;;;;;;;;5.9;"Одержимость;Наваждение;Потерянный рейс;Проклятый путь;Одержимая;Осатаневшая;Куколка;Репортаж;Реинкарнация;Тропы;Заклятие 2;Пыль;Звонок мертвецу;Незваные гости;Власть;Ведьма из Блэр: Курсовая с того света;Наш дом;Взаперти;Последняя Ночь;Не упускай из виду"
Пауки 3D;Ужасы;Фантастика;Кровавые слэшеры;Современное кино (2000–2020);0;893332;India 3D: Kanha National Park;0;0;;;;;;;;;;0.0;"28 дней спустя;Реаниматор;Рассвет мертвецов;Вход в пустоту;Возвращение живых мертвецов;Монстро;М3ГАН;Слизняк;День мертвых;Пропавшие среди живых;Мертвеход;Мутанты;Счастливого нового дня смерти;Обитель зла: Вырождение;Охота на пиранью;Глубокое синее море;Залив;Карантин;Морские паразиты;Постарайся остаться живым"
Оно приходит ночью;Ужасы;Триллер;Психологические;Современное кино (2000–2020);5.886;998552;It Comes at Night;6.1;7.4;;;;;;;;;;6.5;"Сияние;Ребенок Розмари;Челюсти;Отвращение;Медсестра;Птицы;Прочь;Другие;Слушатель;Ночной гость;Замороженный;Пила: Игра на выживание;Карнавал душ;Солнцестояние;Отчим;1408;Не дыши;Человек у окна;Игра Джеральда;Игры мотыльков"
Хостел;Ужасы;Триллер;Кровавые слэшеры;Современное кино (2000–2020);6.16;102343;Hostel;5.9;6.1;;;;;;;;;;6.1;"Маньяк;Техасская резня бензопилой;Белый плен;Связи нет;Пила: игра на выживание;Бункер;Закрытые пространства;Пила 10;Людоед;Райское озеро;Настоятель 2;Сладкая полночь;Дичь;День слепого Валентина;Хэллоуин;Пила 2;У холмов есть глаза;Кровавая жатва;Капкан;Дитя тьмы: Первая жертва"
Близнецы-убийцы;Ужасы;Триллер;Психологические;Классика (до 2000 года);6.031;501751;Seconds Apart;5.6;0;;;;;;;;;;5.8;"Сияние;Ребенок Розмари;Челюсти;Отвращение;Медсестра;Птицы;Прочь;Другие;Слушатель;Ночной гость;Замороженный;Пила: Игра на выживание;Карнавал душ;Солнцестояние;Отчим;1408;Не дыши;Человек у окна;Игра Джеральда;Игры мотыльков"
Бойся своих желаний;Ужасы;Фэнтези;Сверхъестественные;Современное кино (2000–2020);5.531;997334;Wish Upon;5.1;4;;;;;;;;;;4.9;"Оборотень;Коралина в стране кошмаров;Коралина в Стране Кошмаров;Пожиратель душ;Пустой дом;Злой дух Ямбуя;Носферату: Призрак ночи;Вий;Хребет дьявола;Зловещие мертвецы;Мальчик-оборотень;Кука;Американский оборотень в Лондоне;Охотник на вампиров Ди: Жажда крови;Песочный человек;Зловещие мертвецы 3: Армия тьмы;Сонная лощина;Ведьма;Призрак виллы Натхов;Калейдоскоп ужасов"
Кровавая месть;Ужасы;Триллер;Кровавые слэшеры;Современное кино (2000–2020);6.069;646313;In the Blood;5.7;4.8;;;;;;;;;;5.5;"Маньяк;Техасская резня бензопилой;Белый плен;Связи нет;Пила: игра на выживание;Бункер;Закрытые пространства;Пила 10;Людоед;Райское озеро;Настоятель 2;Сладкая полночь;Дичь;День слепого Валентина;Хэллоуин;Пила 2;У холмов есть глаза;Кровавая жатва;Капкан;Дитя тьмы: Первая жертва"
Гордость и предубеждение и зомби;Ужасы;Фэнтези;Сверхъестественные;Современное кино (2000–2020);6.107;491816;Pride and Prejudice and Zombies;5.8;5.4;;;;;;;;;;5.8;"Оборотень;Коралина в стране кошмаров;Коралина в Стране Кошмаров;Пожиратель душ;Пустой дом;Злой дух Ямбуя;Носферату: Призрак ночи;Вий;Хребет дьявола;Зловещие мертвецы;Мальчик-оборотень;Кука;Американский оборотень в Лондоне;Охотник на вампиров Ди: Жажда крови;Песочный человек;Зловещие мертвецы 3: Армия тьмы;Сонная лощина;Ведьма;Призрак виллы Натхов;Калейдоскоп ужасов"
Кокаин;Ужасы;Комедия;Кровавые слэшеры;Новинки (2020–2025);7.965;616;Blow;7.5;5.8;;;;;;;;;;7.1;"Убойные каникулы;В чужой шкуре;Топор;Операция «Мертвый снег» 2;Люди под лестницей;Последние девушки;Операция «Мертвый снег»;Злая шутка;Паршивая овца;Няня: Королева проклятых;2001 маньяк;WTF! Какого черта?;Бобры-зомби;Кутис;С днем смерти;Ужасвин;Пираньи 3DD;Зловещие мертвецы 2;Гремлины;Бал вампиров"
Фредди против Джейсона;Ужасы;Боевик (Экшен);Кровавые слэшеры;Современное кино (2000–2020);6.151;8005;Freddy vs. Jason;5.8;5;;;;;;;;;;5.7;"Зверобой;Охотник на людей;Грайндхаус;Гость;Зверь;Топор. 1943;Планета страха;Пазманский дьявол;Топор. 1944;Доказательство смерти;Обитель зла;Париж. Город Zомби;По прозвищу «Зверь»;Бомж с дробовиком;Судная ночь 3;Змеиный полет;Поезд в Пусан 2: Полуостров;Уцелевшая;Судная ночь;Никто не выжил"
Женщина в черном 2: Ангел смерти;Ужасы;Фэнтези;Сверхъестественные;Современное кино (2000–2020);5.137;675697;The Woman in Black 2: Angel of Death;4.8;4.5;;;;;;;;;;4.8;"Оборотень;Коралина в стране кошмаров;Коралина в Стране Кошмаров;Пожиратель душ;Пустой дом;Злой дух Ямбуя;Носферату: Призрак ночи;Вий;Хребет дьявола;Зловещие мертвецы;Мальчик-оборотень;Кука;Американский оборотень в Лондоне;Охотник на вампиров Ди: Жажда крови;Песочный человек;Зловещие мертвецы 3: Армия тьмы;Сонная лощина;Ведьма;Призрак виллы Натхов;Калейдоскоп ужасов"
Репортаж из преисподней;Ужасы;Триллер;Оккультные;Современное кино (2000–2020);6.611;417895;[Rec]?;6.5;6.2;;;;;;;;;;6.4;"Изгоняющий дьявола;Два, три, демон, приди!;Обитель проклятых;Заклятие 3: По воле дьявола;Собственность дьявола;Первая ведьма;Знамение;Секта;Последнее изгнание дьявола;Обряд;Омен;Одержимость Майкла Кинга;Пиковая дама: Черный обряд;Повелители Салема;Рука дьявола;Последний обряд;Пришествие дьявола;Последнее изгнание дьявола: Второе пришествие;Одержимость;Наваждение"
Атака пауков;Ужасы;Фантастика;Кровавые слэшеры;Новинки (2020–2025);5.305;20787;Eight Legged Freaks;5.5;5.5;;;;;;;;;;5.4;"28 дней спустя;Реаниматор;Рассвет мертвецов;Вход в пустоту;Возвращение живых мертвецов;Монстро;М3ГАН;Слизняк;День мертвых;Пропавшие среди живых;Мертвеход;Мутанты;Счастливого нового дня смерти;Обитель зла: Вырождение;Охота на пиранью;Глубокое синее море;Залив;Карантин;Морские паразиты;Постарайся остаться живым"
Капля;Ужасы;Фантастика;Психологические;Новинки (2020–2025);6.69;7409;The Blob;6.7;5.9;;;;;;;;;;6.4;"Артефакт;Доктор Джекилл и мистер Хайд;Нечто;Муха;Излечить страх;Части тела;Муха;Муха;Муха;Голова-ластик;Муха;Муха;Тихое место;Видеодром;Лестница Иакова;Тихое место 2;Человек-невидимка;Мы;Оно приходит за тобой;Треугольник"
Не дыши;Ужасы;Триллер;Психологические;Современное кино (2000–2020);6.668;910327;Don't Breathe;7.1;7.3;;;;;;;;;;7.0;"Сияние;Ребенок Розмари;Челюсти;Отвращение;Медсестра;Птицы;Прочь;Другие;Слушатель;Ночной гость;Замороженный;Пила: Игра на выживание;Карнавал душ;Солнцестояние;Отчим;1408;Человек у окна;Игра Джеральда;Игры мотыльков;Соблазнитель"
Омен 2: Дэмиен;Ужасы;Фэнтези;Оккультные;Классика (до 2000 года);6.995;2303;Damien: Omen II;6.2;5.1;;;;;;;;;;6.1;"Пиковая дама;Восставший из ада;Колдовское озеро;Суспирия;Голем;Зловещие мертвецы: Черная книга;Колдовство;Уиджи. Проклятие доски дьявола;Подземелье ведьм;Ключ от преисподней;З/Л/О 2;Некромант;Омен: Перерождение;Омен III: Последний конфликт;Приворот. Черное венчание;Колдовство. Новый ритуал;Сага: Тень Кабала;Изгоняющий дьявола: Абаддон;Проклятие Пиковой дамы;Уиджа. Проклятое зеркало"
Пионеры-герои;Ужасы;Детектив;Сверхъестественные;Новинки (2020–2025);5.969;803205;;6.1;0;;;;;;;;;;6.0;"Песочник;Телесеть;Заклятие;Сонная Лощина;Именины;Звонок;Тайный Санта;Игра в правду;Беспокойная Анна;Недетский дом;Истории призраков;Королевство;Дом на другой стороне;Дьявол;Тайна темной комнаты;Пустой человек;Мешок с костями;Нужные вещи;Проклятый дом;Узник старой усадьбы"
Поворот не туда 3;Ужасы;Триллер;Кровавые слэшеры;Современное кино (2000–2020);4.827;420470;Wrong Turn 3: Left for Dead;4.6;2.5;;;;;;;;;;4.0;"Маньяк;Техасская резня бензопилой;Белый плен;Связи нет;Пила: игра на выживание;Бункер;Закрытые пространства;Пила 10;Людоед;Райское озеро;Настоятель 2;Сладкая полночь;Дичь;День слепого Валентина;Хэллоуин;Пила 2;У холмов есть глаза;Кровавая жатва;Капкан;Дитя тьмы: Первая жертва"
Одержимость Майкла Кинга;Ужасы;Триллер;Оккультные;Современное кино (2000–2020);5.728;694108;The Possession of Michael King;5.7;4.8;;;;;;;;;;5.4;"Изгоняющий дьявола;Два, три, демон, приди!;Обитель проклятых;Репортаж из преисподней;Заклятие 3: По воле дьявола;Собственность дьявола;Первая ведьма;Знамение;Секта;Последнее изгнание дьявола;Обряд;Омен;Пиковая дама: Черный обряд;Повелители Салема;Рука дьявола;Последний обряд;Пришествие дьявола;Последнее изгнание дьявола: Второе пришествие;Одержимость;Наваждение"
Глубокое синее море 3;Ужасы;Фантастика;Кровавые слэшеры;Новинки (2020–2025);4.685;1355290;Deep Blue Sea 3;4.7;6;;;;;;;;;;5.1;"28 дней спустя;Реаниматор;Рассвет мертвецов;Вход в пустоту;Возвращение живых мертвецов;Монстро;М3ГАН;Слизняк;День мертвых;Пропавшие среди живых;Мертвеход;Мутанты;Счастливого нового дня смерти;Обитель зла: Вырождение;Охота на пиранью;Глубокое синее море;Залив;Карантин;Морские паразиты;Постарайся остаться живым"
Мы призываем тьму;Ужасы;Комедия;Оккультные;Новинки (2020–2025);5.343;1190330;We Summon the Darkness;5.2;5.8;;;;;;;;;;5.4;"Сглазили;Няня;Зловещие мертвецы 2;Убойные каникулы;Гремлины;Кокаин;Бал вампиров;Привязанные к дому;Тень вампира;Тельма;В чужой шкуре;Топор;Операция «Мертвый снег» 2;Ночь страха;Моя девушка — монстр;Люди под лестницей;Оборотни внутри;Последние девушки;Семь пар нечистых;Операция «Мертвый снег»"
День мертвецов;Ужасы;Фантастика;Кровавые слэшеры;Классика (до 2000 года);5.941;1371327;Day of the Dead;4.8;0;;;;;;;;;;5.4;"28 дней спустя;Реаниматор;Рассвет мертвецов;Вход в пустоту;Возвращение живых мертвецов;Монстро;М3ГАН;Слизняк;День мертвых;Пропавшие среди живых;Мертвеход;Мутанты;Счастливого нового дня смерти;Обитель зла: Вырождение;Охота на пиранью;Глубокое синее море;Залив;Карантин;Морские паразиты;Постарайся остаться живым"
Впусти меня;Ужасы;Драма;Сверхъестественные;Современное кино (2000–2020);6.936;411761;L?t den r?tte komma in;7.8;8.3;;;;;;;;;;7.7;"Призрак дома на холме;Приют;Коробка;Ужас Амитивилля;Кэрри;Маяк;Последнее воскресение;Полустанок;мама!;Май;Бабадук;История двух сестер;Девушка в подвале;Антихрист;Темная вода;Сербский фильм;Страна хороших деточек;Одержимость;Песочник;Наваждение"
Вход в пустоту;Ужасы;Фантастика;Кровавые слэшеры;Новинки (2020–2025);7.212;406477;Enter the Void;7.2;6.8;;;;;;;;;;7.1;"28 дней спустя;Реаниматор;Рассвет мертвецов;Возвращение живых мертвецов;Монстро;М3ГАН;Слизняк;День мертвых;Пропавшие среди живых;Мертвеход;Мутанты;Счастливого нового дня смерти;Обитель зла: Вырождение;Охота на пиранью;Глубокое синее море;Залив;Карантин;Морские паразиты;Постарайся остаться живым;Под водой"
Преисподняя;Ужасы;Фэнтези;Сверхъестественные;Новинки (2020–2025);7.093;607928;Brimstone;7;5.2;;;;;;;;;;6.4;"Оборотень;Коралина в стране кошмаров;Коралина в Стране Кошмаров;Пожиратель душ;Пустой дом;Злой дух Ямбуя;Носферату: Призрак ночи;Вий;Хребет дьявола;Зловещие мертвецы;Мальчик-оборотень;Кука;Американский оборотень в Лондоне;Охотник на вампиров Ди: Жажда крови;Песочный человек;Зловещие мертвецы 3: Армия тьмы;Сонная лощина;Ведьма;Призрак виллы Натхов;Калейдоскоп ужасов"
Песнь дьявола;Ужасы;Детектив;Оккультные;Новинки (2020–2025);5.859;922179;A Dark Song;6.2;7.3;;;;;;;;;;6.5;"Седьмой спутник;Синистер;Шесть демонов Эмили Роуз;Ключ от всех дверей;Последнее пришествие дьявола;Плетеный человек;Песочник;Телесеть;Квест;Заклятие;Крик;Сонная Лощина;Именины;Звонок;Тайный Санта;Игра в правду;Беспокойная Анна;Недетский дом;Крик 2;Истории призраков"
С вечера до полудня;Ужасы;Боевик (Экшен);Сверхъестественные;Классика (до 2000 года);7.941;95302;;7.3;0;;;;;;;;;;7.6;"Вопль;От заката до рассвета;Логово Дьявола;Божественная ярость;30 дней ночи;Вампиры;Армия мертвецов;Страна чудес Вилли;Дожить до рассвета;Обитель зла 4: Жизнь после смерти 3D;30 дней до рассвета;Адский бункер: Восстание спецназа;Проклятые. Противостояние;От заката до рассвета 2: Кровавые деньги из Техаса;Джиперс Криперс 3;Хеллсинг;Зверобой;Охотник на людей;Грайндхаус;Гость"
Фобос. Клуб страха;Ужасы;Триллер;Психологические;Современное кино (2000–2020);3.733;413490;;3.6;0;;;;;;;;;;3.7;"Сияние;Ребенок Розмари;Челюсти;Отвращение;Медсестра;Птицы;Прочь;Другие;Слушатель;Ночной гость;Замороженный;Пила: Игра на выживание;Карнавал душ;Солнцестояние;Отчим;1408;Не дыши;Человек у окна;Игра Джеральда;Игры мотыльков"
Монстро;Ужасы;Фантастика;Кровавые слэшеры;Новинки (2020–2025);6.908;374718;Cloverfield;7;6.9;;;;;;;;;;6.9;"28 дней спустя;Реаниматор;Рассвет мертвецов;Вход в пустоту;Возвращение живых мертвецов;М3ГАН;Слизняк;День мертвых;Пропавшие среди живых;Мертвеход;Мутанты;Счастливого нового дня смерти;Обитель зла: Вырождение;Охота на пиранью;Глубокое синее море;Залив;Карантин;Морские паразиты;Постарайся остаться живым;Под водой"
100 футов;Ужасы;Триллер;Сверхъестественные;Современное кино (2000–2020);5.775;274192;100 Feet;5.4;0;;;;;;;;;;5.6;"Одержимость;Наваждение;Потерянный рейс;Проклятый путь;Одержимая;Осатаневшая;Куколка;Репортаж;Реинкарнация;Тропы;Заклятие 2;Пыль;Звонок мертвецу;Незваные гости;Власть;Ведьма из Блэр: Курсовая с того света;Наш дом;Взаперти;Последняя Ночь;Не упускай из виду"
Оно приходит за тобой;Ужасы;Фантастика;Психологические;Современное кино (2000–2020);6.248;804697;It Follows;6.8;8.1;;;;;;;;;;7.0;"Артефакт;Доктор Джекилл и мистер Хайд;Нечто;Муха;Излечить страх;Части тела;Муха;Муха;Муха;Голова-ластик;Муха;Муха;Тихое место;Видеодром;Лестница Иакова;Тихое место 2;Человек-невидимка;Мы;Треугольник;Лекарство против страха"
Правда или действие;Ужасы;Триллер;Сверхъестественные;Современное кино (2000–2020);5.778;1045590;Truth or Dare;5.2;3.8;;;;;;;;;;4.9;"Одержимость;Наваждение;Потерянный рейс;Проклятый путь;Одержимая;Осатаневшая;Куколка;Репортаж;Реинкарнация;Тропы;Заклятие 2;Пыль;Звонок мертвецу;Незваные гости;Власть;Ведьма из Блэр: Курсовая с того света;Наш дом;Взаперти;Последняя Ночь;Не упускай из виду"
Антихрист;Ужасы;Драма;Психологические;Современное кино (2000–2020);6.657;408909;Antichrist;6.5;5.6;;;;;;;;;;6.3;"Кэрри;Маяк;Последнее воскресение;Полустанок;мама!;Май;Бабадук;История двух сестер;Девушка в подвале;Темная вода;Страна хороших деточек;Призрак дома на холме;Впусти меня;Приют;Коробка;Ужас Амитивилля;Сербский фильм;Сияние;Ребенок Розмари;Челюсти"
В чужой шкуре;Ужасы;Комедия;Кровавые слэшеры;Новинки (2020–2025);6.063;996875;Possessor;6.5;7.8;;;;;;;;;;6.8;"Убойные каникулы;Кокаин;Топор;Операция «Мертвый снег» 2;Люди под лестницей;Последние девушки;Операция «Мертвый снег»;Злая шутка;Паршивая овца;Няня: Королева проклятых;2001 маньяк;WTF! Какого черта?;Бобры-зомби;Кутис;С днем смерти;Ужасвин;Пираньи 3DD;Зловещие мертвецы 2;Гремлины;Бал вампиров"
Я – кукла;Ужасы;Триллер;Сверхъестественные;Новинки (2020–2025);3.71;208185;;3.3;0;;;;;;;;;;3.5;"Одержимость;Наваждение;Потерянный рейс;Проклятый путь;Одержимая;Осатаневшая;Куколка;Репортаж;Реинкарнация;Тропы;Заклятие 2;Пыль;Звонок мертвецу;Незваные гости;Власть;Ведьма из Блэр: Курсовая с того света;Наш дом;Взаперти;Последняя Ночь;Не упускай из виду"
Карантин 2: Терминал;Ужасы;Фантастика;Кровавые слэшеры;Современное кино (2000–2020);5.147;554179;Quarantine 2: Terminal;5.2;5.4;;;;;;;;;;5.2;"28 дней спустя;Реаниматор;Рассвет мертвецов;Вход в пустоту;Возвращение живых мертвецов;Монстро;М3ГАН;Слизняк;День мертвых;Пропавшие среди живых;Мертвеход;Мутанты;Счастливого нового дня смерти;Обитель зла: Вырождение;Охота на пиранью;Глубокое синее море;Залив;Карантин;Морские паразиты;Постарайся остаться живым"
Демоны Деборы Логан;Ужасы;Триллер;Сверхъестественные;Современное кино (2000–2020);5.238;814400;The Taking of Deborah Logan;6;6.6;;;;;;;;;;5.9;"Одержимость;Наваждение;Потерянный рейс;Проклятый путь;Одержимая;Осатаневшая;Куколка;Репортаж;Реинкарнация;Тропы;Заклятие 2;Пыль;Звонок мертвецу;Незваные гости;Власть;Ведьма из Блэр: Курсовая с того света;Наш дом;Взаперти;Последняя Ночь;Не упускай из виду"
Кровавая леди Батори;Ужасы;Исторический;Кровавые слэшеры;Современное кино (2000–2020);4.199;808179;;4.1;0;;;;;;;;;;4.1;"Кровавая графиня — Батори;Черная смерть;Ученик чудовища;Зверобой;Последняя жертва;Маньяк;Квест;Убойные каникулы;Техасская резня бензопилой;28 дней спустя;Крик;Белый плен;Охотник на людей;Грайндхаус;Реаниматор;Связи нет;Рассвет мертвецов;Костяной томагавк;Спуск;Кокаин"
День полнолуния;Ужасы;Фэнтези;Сверхъестественные;Новинки (2020–2025);6.743;41119;;6.6;0;;;;;;;;;;6.7;"Оборотень;Коралина в стране кошмаров;Коралина в Стране Кошмаров;Пожиратель душ;Пустой дом;Злой дух Ямбуя;Носферату: Призрак ночи;Вий;Хребет дьявола;Зловещие мертвецы;Мальчик-оборотень;Кука;Американский оборотень в Лондоне;Охотник на вампиров Ди: Жажда крови;Песочный человек;Зловещие мертвецы 3: Армия тьмы;Сонная лощина;Ведьма;Призрак виллы Натхов;Калейдоскоп ужасов"
Пила 3;Ужасы;Триллер;Кровавые слэшеры;Современное кино (2000–2020);7.039;184417;Saw III;6.2;4.5;;;;;;;;;;5.9;"Маньяк;Техасская резня бензопилой;Белый плен;Связи нет;Пила: игра на выживание;Бункер;Закрытые пространства;Пила 10;Людоед;Райское озеро;Настоятель 2;Сладкая полночь;Дичь;День слепого Валентина;Хэллоуин;Пила 2;У холмов есть глаза;Кровавая жатва;Капкан;Дитя тьмы: Первая жертва"
Невинные;Ужасы;Фантастика;Сверхъестественные;Новинки (2020–2025);7.119;8428;The Innocents;7.7;8.5;;;;;;;;;;7.8;"Последний киносеанс;Ходячие мертвецы;Ночь живых мертвецов;Невеста Франкенштейна;Кошмар на улице Вязов;Пакет;Исполнение желаний;Франкенштейн;Поезд в Пусан;Живая мертвечина;Оно;Запределье;Дрожь земли;Дети дождя;Доктор Сон;Хижина в лесу;Последний человек на Земле;Жажда;Впусти меня. Сага;Опустевший город"
Хэллоуин;Ужасы;Триллер;Кровавые слэшеры;Классика (до 2000 года);5.821;472369;Halloween;6.5;6.8;;;;;;;;;;6.4;"Маньяк;Техасская резня бензопилой;Белый плен;Связи нет;Пила: игра на выживание;Бункер;Закрытые пространства;Пила 10;Людоед;Райское озеро;Настоятель 2;Сладкая полночь;Дичь;День слепого Валентина;Пила 2;У холмов есть глаза;Кровавая жатва;Капкан;Дитя тьмы: Первая жертва;Хостел"
Я плюю на ваши могилы;Ужасы;Триллер;Кровавые слэшеры;Классика (до 2000 года);6.252;417892;I Spit on Your Grave;6.2;4.5;;;;;;;;;;5.7;"Маньяк;Техасская резня бензопилой;Белый плен;Связи нет;Пила: игра на выживание;Бункер;Закрытые пространства;Пила 10;Людоед;Райское озеро;Настоятель 2;Сладкая полночь;Дичь;День слепого Валентина;Хэллоуин;Пила 2;У холмов есть глаза;Кровавая жатва;Капкан;Дитя тьмы: Первая жертва"
Мученицы;Ужасы;Триллер;Психологические;Современное кино (2000–2020);6.43;313524;Martyrs;7;6.1;;;;;;;;;;6.5;"Сияние;Ребенок Розмари;Челюсти;Отвращение;Медсестра;Птицы;Прочь;Другие;Слушатель;Ночной гость;Замороженный;Пила: Игра на выживание;Карнавал душ;Солнцестояние;Отчим;1408;Не дыши;Человек у окна;Игра Джеральда;Игры мотыльков"
